"metric","category","clip_id","method","status","reason"
"frequency","static","static_01","no_offline_repair","ok",
"geometry","static","static_02","proposed","ok",
"temporal","static","static_02","proposed","ok",
"detail","static","static_02","proposed","ok",
"frequency","static","static_02","proposed","ok",
"geometry","static","static_02","no_reliability_gates","ok",
"temporal","static","static_02","no_reliability_gates","ok",
"detail","static","static_02","no_reliability_gates","ok",
"frequency","static","static_02","no_reliability_gates","ok",
"geometry","static","static_02","no_trajectory_smoothing","ok",
"temporal","static","static_02","no_trajectory_smoothing","ok",
"detail","static","static_02","no_trajectory_smoothing","ok",
"frequency","static","static_02","no_trajectory_smoothing","ok",
"geometry","static","static_02","no_offline_repair","ok",
"temporal","static","static_02","no_offline_repair","ok",
"detail","static","static_02","no_offline_repair","ok",
"frequency","static","static_02","no_offline_repair","ok",
"geometry","static","static_03","proposed","ok",
"temporal","static","static_03","proposed","ok",
"detail","static","static_03","proposed","ok",
"frequency","static","static_03","proposed","ok",
"geometry","static","static_03","no_reliability_gates","ok",
"temporal","static","static_03","no_reliability_gates","ok",
"detail","static","static_03","no_reliability_gates","ok",
"frequency","static","static_03","no_reliability_gates","ok",
"geometry","static","static_03","no_trajectory_smoothing","ok",
"temporal","static","static_03","no_trajectory_smoothing","ok",
"detail","static","static_03","no_trajectory_smoothing","ok",
"frequency","static","static_03","no_trajectory_smoothing","ok",
"geometry","static","static_03","no_offline_repair","ok",
"temporal","static","static_03","no_offline_repair","ok",
"detail","static","static_03","no_offline_repair","ok",
"frequency","static","static_03","no_offline_repair","ok",
"geometry","static","static_04","proposed","ok",
"temporal","static","static_04","proposed","ok",
"detail","static","static_04","proposed","ok",
"frequency","static","static_04","proposed","ok",
"geometry","static","static_04","no_reliability_gates","ok",
"temporal","static","static_04","no_reliability_gates","ok",
"detail","static","static_04","no_reliability_gates","ok",
"frequency","static","static_04","no_reliability_gates","ok",
"geometry","static","static_04","no_trajectory_smoothing","ok",
"temporal","static","static_04","no_trajectory_smoothing","ok",
"detail","static","static_04","no_trajectory_smoothing","ok",
"frequency","static","static_04","no_trajectory_smoothing","ok",
"geometry","static","static_04","no_offline_repair","ok",
"temporal","static","static_04","no_offline_repair","ok",
"detail","static","static_04","no_offline_repair","ok",
"frequency","static","static_04","no_offline_repair","ok",
"geometry","static","static_05","proposed","ok",
"temporal","static","static_05","proposed","ok",
"detail","static","static_05","proposed","ok",
"frequency","static","static_05","proposed","ok",
"geometry","static","static_05","no_reliability_gates","ok",
"temporal","static","static_05","no_reliability_gates","ok",
"detail","static","static_05","no_reliability_gates","ok",
"frequency","static","static_05","no_reliability_gates","ok",
"geometry","static","static_05","no_trajectory_smoothing","ok",
"temporal","static","static_05","no_trajectory_smoothing","ok",
"detail","static","static_05","no_trajectory_smoothing","ok",
"frequency","static","static_05","no_trajectory_smoothing","ok",
"geometry","static","static_05","no_offline_repair","ok",
"temporal","static","static_05","no_offline_repair","ok",
"detail","static","static_05","no_offline_repair","ok",
"frequency","static","static_05","no_offline_repair","ok",
"geometry","static","static_06","proposed","ok",
"temporal","static","static_06","proposed","ok",
"detail","static","static_06","proposed","ok",
"frequency","static","static_06","proposed","ok",
"geometry","static","static_06","no_reliability_gates","ok",
"temporal","static","static_06","no_reliability_gates","ok",
"detail","static","static_06","no_reliability_gates","ok",
"frequency","static","static_06","no_reliability_gates","ok",
"geometry","static","static_06","no_trajectory_smoothing","ok",
"temporal","static","static_06","no_trajectory_smoothing","ok",
"detail","static","static_06","no_trajectory_smoothing","ok",
"frequency","static","static_06","no_trajectory_smoothing","ok",
"geometry","static","static_06","no_offline_repair","ok",
"temporal","static","static_06","no_offline_repair","ok",
"detail","static","static_06","no_offline_repair","ok",
"frequency","static","static_06","no_offline_repair","ok",
"geometry","static","static_07","proposed","ok",
"temporal","static","static_07","proposed","ok",
"detail","static","static_07","proposed","ok",
"frequency","static","static_07","proposed","ok",
"geometry","static","static_07","no_reliability_gates","ok",
"temporal","static","static_07","no_reliability_gates","ok",
"detail","static","static_07","no_reliability_gates","ok",
"frequency","static","static_07","no_reliability_gates","ok",
"geometry","static","static_07","no_trajectory_smoothing","ok",
"temporal","static","static_07","no_trajectory_smoothing","ok",
"detail","static","static_07","no_trajectory_smoothing","ok",
"frequency","static","static_07","no_trajectory_smoothing","ok",
"geometry","static","static_07","no_offline_repair","ok",
"temporal","static","static_07","no_offline_repair","ok",
"detail","static","static_07","no_offline_repair","ok",
"frequency","static","static_07","no_offline_repair","ok",
"geometry","static","static_08","proposed","ok",
"temporal","static","static_08","proposed","ok",
"detail","static","static_08","proposed","ok",
"frequency","static","static_08","proposed","ok",
"geometry","static","static_08","no_reliability_gates","ok",
"temporal","static","static_08","no_reliability_gates","ok",
"detail","static","static_08","no_reliability_gates","ok",
"frequency","static","static_08","no_reliability_gates","ok",
"geometry","static","static_08","no_trajectory_smoothing","ok",
"temporal","static","static_08","no_trajectory_smoothing","ok",
"detail","static","static_08","no_trajectory_smoothing","ok",
"frequency","static","static_08","no_trajectory_smoothing","ok",
"geometry","static","static_08","no_offline_repair","ok",
"temporal","static","static_08","no_offline_repair","ok",
"detail","static","static_08","no_offline_repair","ok",
"frequency","static","static_08","no_offline_repair","ok",
"geometry","static","static_09","proposed","ok",
"temporal","static","static_09","proposed","ok",
"detail","static","static_09","proposed","ok",
"frequency","static","static_09","proposed","ok",
"geometry","static","static_09","no_reliability_gates","ok",
"temporal","static","static_09","no_reliability_gates","ok",
"detail","static","static_09","no_reliability_gates","ok",
"frequency","static","static_09","no_reliability_gates","ok",
"geometry","static","static_09","no_trajectory_smoothing","ok",
"temporal","static","static_09","no_trajectory_smoothing","ok",
"detail","static","static_09","no_trajectory_smoothing","ok",
"frequency","static","static_09","no_trajectory_smoothing","ok",
"geometry","static","static_09","no_offline_repair","ok",
"temporal","static","static_09","no_offline_repair","ok",
"detail","static","static_09","no_offline_repair","ok",
"frequency","static","static_09","no_offline_repair","ok",
"geometry","static","static_10","proposed","ok",
"temporal","static","static_10","proposed","ok",
"detail","static","static_10","proposed","ok",
"frequency","static","static_10","proposed","ok",
"geometry","static","static_10","no_reliability_gates","ok",
"temporal","static","static_10","no_reliability_gates","ok",
"detail","static","static_10","no_reliability_gates","ok",
"frequency","static","static_10","no_reliability_gates","ok",
"geometry","static","static_10","no_trajectory_smoothing","ok",
"temporal","static","static_10","no_trajectory_smoothing","ok",
"detail","static","static_10","no_trajectory_smoothing","ok",
"frequency","static","static_10","no_trajectory_smoothing","ok",
"geometry","static","static_10","no_offline_repair","ok",
"temporal","static","static_10","no_offline_repair","ok",
"detail","static","static_10","no_offline_repair","ok",
"frequency","static","static_10","no_offline_repair","ok",
"geometry","weak_border","weak_border_01","proposed","ok",
"temporal","weak_border","weak_border_01","proposed","ok",
"detail","weak_border","weak_border_01","proposed","ok",
"frequency","weak_border","weak_border_01","proposed","ok",
"geometry","weak_border","weak_border_01","no_reliability_gates","ok",
"temporal","weak_border","weak_border_01","no_reliability_gates","ok",
"detail","weak_border","weak_border_01","no_reliability_gates","ok",
"frequency","weak_border","weak_border_01","no_reliability_gates","ok",
"geometry","weak_border","weak_border_01","no_trajectory_smoothing","ok",
"temporal","weak_border","weak_border_01","no_trajectory_smoothing","ok",
"detail","weak_border","weak_border_01","no_trajectory_smoothing","ok",
"frequency","weak_border","weak_border_01","no_trajectory_smoothing","ok",
"geometry","weak_border","weak_border_01","no_offline_repair","ok",
"temporal","weak_border","weak_border_01","no_offline_repair","ok",
"detail","weak_border","weak_border_01","no_offline_repair","ok",
"frequency","weak_border","weak_border_01","no_offline_repair","ok",
"geometry","weak_border","weak_border_02","proposed","ok",
"temporal","weak_border","weak_border_02","proposed","ok",
"detail","weak_border","weak_border_02","proposed","ok",
"frequency","weak_border","weak_border_02","proposed","ok",
"geometry","weak_border","weak_border_02","no_reliability_gates","ok",
"temporal","weak_border","weak_border_02","no_reliability_gates","ok",
"detail","weak_border","weak_border_02","no_reliability_gates","ok",
"frequency","weak_border","weak_border_02","no_reliability_gates","ok",
"geometry","weak_border","weak_border_02","no_trajectory_smoothing","ok",
"temporal","weak_border","weak_border_02","no_trajectory_smoothing","ok",
"detail","weak_border","weak_border_02","no_trajectory_smoothing","ok",
"frequency","weak_border","weak_border_02","no_trajectory_smoothing","ok",
"geometry","weak_border","weak_border_02","no_offline_repair","ok",
"temporal","weak_border","weak_border_02","no_offline_repair","ok",
"detail","weak_border","weak_border_02","no_offline_repair","ok",
"frequency","weak_border","weak_border_02","no_offline_repair","ok",
"geometry","weak_border","weak_border_03","proposed","ok",
"temporal","weak_border","weak_border_03","proposed","ok",
"detail","weak_border","weak_border_03","proposed","ok",
"frequency","weak_border","weak_border_03","proposed","ok",
"geometry","weak_border","weak_border_03","no_reliability_gates","ok",
"temporal","weak_border","weak_border_03","no_reliability_gates","ok",
"detail","weak_border","weak_border_03","no_reliability_gates","ok",
"frequency","weak_border","weak_border_03","no_reliability_gates","ok",
"geometry","weak_border","weak_border_03","no_trajectory_smoothing","ok",
"temporal","weak_border","weak_border_03","no_trajectory_smoothing","ok",
"detail","weak_border","weak_border_03","no_trajectory_smoothing","ok",
"frequency","weak_border","weak_border_03","no_trajectory_smoothing","ok",
"geometry","weak_border","weak_border_03","no_offline_repair","ok",
"temporal","weak_border","weak_border_03","no_offline_repair","ok",
"detail","weak_border","weak_border_03","no_offline_repair","ok",
"frequency","weak_border","weak_border_03","no_offline_repair","ok",
"geometry","weak_border","weak_border_04","proposed","ok",
"temporal","weak_border","weak_border_04","proposed","ok",
"detail","weak_border","weak_border_04","proposed","ok",
"frequency","weak_border","weak_border_04","proposed","ok",
"geometry","weak_border","weak_border_04","no_reliability_gates","ok",
"temporal","weak_border","weak_border_04","no_reliability_gates","ok",
"detail","weak_border","weak_border_04","no_reliability_gates","ok",
"frequency","weak_border","weak_border_04","no_reliability_gates","ok",
"geometry","weak_border","weak_border_04","no_trajectory_smoothing","ok",
"temporal","weak_border","weak_border_04","no_trajectory_smoothing","ok",
"detail","weak_border","weak_border_04","no_trajectory_smoothing","ok",
"frequency","weak_border","weak_border_04","no_trajectory_smoothing","ok",
"geometry","weak_border","weak_border_04","no_offline_repair","ok",
"temporal","weak_border","weak_border_04","no_offline_repair","ok",
"detail","weak_border","weak_border_04","no_offline_repair","ok",
"frequency","weak_border","weak_border_04","no_offline_repair","ok",
"geometry","weak_border","weak_border_05","proposed","ok",
"temporal","weak_border","weak_border_05","proposed","ok",
"detail","weak_border","weak_border_05","proposed","ok",
"frequency","weak_border","weak_border_05","proposed","ok",
"geometry","weak_border","weak_border_05","no_reliability_gates","ok",
"temporal","weak_border","weak_border_05","no_reliability_gates","ok",
"detail","weak_border","weak_border_05","no_reliability_gates","ok",
"frequency","weak_border","weak_border_05","no_reliability_gates","ok",
"geometry","weak_border","weak_border_05","no_trajectory_smoothing","ok",
"temporal","weak_border","weak_border_05","no_trajectory_smoothing","ok",
"detail","weak_border","weak_border_05","no_trajectory_smoothing","ok",
"frequency","weak_border","weak_border_05","no_trajectory_smoothing","ok",
"geometry","weak_border","weak_border_05","no_offline_repair","ok",
"temporal","weak_border","weak_border_05","no_offline_repair","ok",
"detail","weak_border","weak_border_05","no_offline_repair","ok",
"frequency","weak_border","weak_border_05","no_offline_repair","ok",
"geometry","weak_border","weak_border_06","proposed","ok",
"temporal","weak_border","weak_border_06","proposed","ok",
"detail","weak_border","weak_border_06","proposed","ok",
"frequency","weak_border","weak_border_06","proposed","ok",
"geometry","weak_border","weak_border_06","no_reliability_gates","ok",
"temporal","weak_border","weak_border_06","no_reliability_gates","ok",
"detail","weak_border","weak_border_06","no_reliability_gates","ok",
"frequency","weak_border","weak_border_06","no_reliability_gates","ok",
"geometry","weak_border","weak_border_06","no_trajectory_smoothing","ok",
"temporal","weak_border","weak_border_06","no_trajectory_smoothing","ok",
"detail","weak_border","weak_border_06","no_trajectory_smoothing","ok",
"frequency","weak_border","weak_border_06","no_trajectory_smoothing","ok",
"geometry","weak_border","weak_border_06","no_offline_repair","ok",
"temporal","weak_border","weak_border_06","no_offline_repair","ok",
"detail","weak_border","weak_border_06","no_offline_repair","ok",
"frequency","weak_border","weak_border_06","no_offline_repair","ok",
"geometry","weak_border","weak_border_07","proposed","ok",
"temporal","weak_border","weak_border_07","proposed","ok",
"detail","weak_border","weak_border_07","proposed","ok",
"frequency","weak_border","weak_border_07","proposed","ok",
"geometry","weak_border","weak_border_07","no_reliability_gates","ok",
"temporal","weak_border","weak_border_07","no_reliability_gates","ok",
"detail","weak_border","weak_border_07","no_reliability_gates","ok",
"frequency","weak_border","weak_border_07","no_reliability_gates","ok",
"geometry","weak_border","weak_border_07","no_trajectory_smoothing","ok",
"temporal","weak_border","weak_border_07","no_trajectory_smoothing","ok",
"detail","weak_border","weak_border_07","no_trajectory_smoothing","ok",
"frequency","weak_border","weak_border_07","no_trajectory_smoothing","ok",
"geometry","weak_border","weak_border_07","no_offline_repair","ok",
"temporal","weak_border","weak_border_07","no_offline_repair","ok",
"detail","weak_border","weak_border_07","no_offline_repair","ok",
"frequency","weak_border","weak_border_07","no_offline_repair","ok",
"geometry","weak_border","weak_border_08","proposed","ok",
"temporal","weak_border","weak_border_08","proposed","ok",
"detail","weak_border","weak_border_08","proposed","ok",
"frequency","weak_border","weak_border_08","proposed","ok",
"geometry","weak_border","weak_border_08","no_reliability_gates","ok",
"temporal","weak_border","weak_border_08","no_reliability_gates","ok",
"detail","weak_border","weak_border_08","no_reliability_gates","ok",
"frequency","weak_border","weak_border_08","no_reliability_gates","ok",
"geometry","weak_border","weak_border_08","no_trajectory_smoothing","ok",
"temporal","weak_border","weak_border_08","no_trajectory_smoothing","ok",
"detail","weak_border","weak_border_08","no_trajectory_smoothing","ok",
"frequency","weak_border","weak_border_08","no_trajectory_smoothing","ok",
"geometry","weak_border","weak_border_08","no_offline_repair","ok",
"temporal","weak_border","weak_border_08","no_offline_repair","ok",
"detail","weak_border","weak_border_08","no_offline_repair","ok",
"frequency","weak_border","weak_border_08","no_offline_repair","ok",
"geometry","weak_border","weak_border_09","proposed","ok",
"temporal","weak_border","weak_border_09","proposed","ok",
"detail","weak_border","weak_border_09","proposed","ok",
"frequency","weak_border","weak_border_09","proposed","ok",
"geometry","weak_border","weak_border_09","no_reliability_gates","ok",
"temporal","weak_border","weak_border_09","no_reliability_gates","ok",
"detail","weak_border","weak_border_09","no_reliability_gates","ok",
"frequency","weak_border","weak_border_09","no_reliability_gates","ok",
"geometry","weak_border","weak_border_09","no_trajectory_smoothing","ok",
"temporal","weak_border","weak_border_09","no_trajectory_smoothing","ok",
"detail","weak_border","weak_border_09","no_trajectory_smoothing","ok",
"frequency","weak_border","weak_border_09","no_trajectory_smoothing","ok",
"geometry","weak_border","weak_border_09","no_offline_repair","ok",
"temporal","weak_border","weak_border_09","no_offline_repair","ok",
"detail","weak_border","weak_border_09","no_offline_repair","ok",
"frequency","weak_border","weak_border_09","no_offline_repair","ok",
"geometry","weak_border","weak_border_10","proposed","ok",
"temporal","weak_border","weak_border_10","proposed","ok",
"detail","weak_border","weak_border_10","proposed","ok",
"frequency","weak_border","weak_border_10","proposed","ok",
"geometry","weak_border","weak_border_10","no_reliability_gates","ok",
"temporal","weak_border","weak_border_10","no_reliability_gates","ok",
"detail","weak_border","weak_border_10","no_reliability_gates","ok",
"frequency","weak_border","weak_border_10","no_reliability_gates","ok",
"geometry","weak_border","weak_border_10","no_trajectory_smoothing","ok",
"temporal","weak_border","weak_border_10","no_trajectory_smoothing","ok",
"detail","weak_border","weak_border_10","no_trajectory_smoothing","ok",
"frequency","weak_border","weak_border_10","no_trajectory_smoothing","ok",
"geometry","weak_border","weak_border_10","no_offline_repair","ok",
"temporal","weak_border","weak_border_10","no_offline_repair","ok",
"detail","weak_border","weak_border_10","no_offline_repair","ok",
"frequency","weak_border","weak_border_10","no_offline_repair","ok",
